(22268,0.15947809820473718)
(179742,0.15049863066450667)
(158406,0.18606060606060607)
(119230,0.16764514038091233)
(14730,0.16136357168916174)
(44330,0.332907306643464)
(178198,0.15289772727272727)
(378920,8.977365901302827)
(362050,0.17411132551935574)
(103934,0.21278807211736905)
(151126,0.2434486502115929)
(51412,0.15)
(169212,0.15684376240205877)
(23262,0.15823875442747917)
(105890,0.27749999999999997)
(282,0.1724097678397611)
(23236,0.15)
(177056,0.22841207277584324)
(111548,0.2186771674303228)
(154706,0.23816708909040213)
(362854,0.18659915713959635)
(3202,0.16946485005639111)
(30638,0.20646802307963363)
(83360,0.15)
(88322,0.15)
(142412,0.27749999999999997)
(387992,0.7254251306008495)
(146442,0.15)
(136554,1.4511913085560795)
(27338,0.2216294631968017)
(28276,0.20853909551615774)
(70924,0.19593433526385687)
(151670,1.4797415684828992)
(164908,0.3078614976182632)
(120458,0.3373769519949964)
(18194,0.1586936429311486)
(173260,0.28775227442396023)
(146156,0.15)
(92518,0.27749999999999997)
(92674,0.1588929835644337)
(62316,0.16536711530484893)
(49220,0.15)
(374234,0.3511357458945501)
(15526,0.15071498839901737)
(18650,0.1642981931482259)
(123924,0.15708333333333332)
(102114,0.15)
(164320,0.15)
(118208,0.15)
(389706,0.27749999999999997)
(143620,0.15)
(6066,0.15115669382402375)
(65234,0.15)
(168996,0.15095904333961652)
(50810,0.4436033351351477)
(169054,0.5007743705483036)
(141550,0.18312925964327265)
(47934,0.19734587185412847)
(339452,0.37411364211435594)
(366708,0.15279188407865957)
(180374,0.1599580931989327)
(103206,0.15)
(134456,0.15)
(185428,0.6420066842755716)
(9598,0.9995783238495706)
(116958,0.16281697001740594)
(19314,0.1544201515372642)
(149732,0.16412957804052455)
(51100,0.15)
(46166,0.304289635020887)
(48792,0.15614891957987853)
(183808,0.3122356707338936)
(28108,0.15959630307970887)
(339566,0.29678407786888794)
(168562,0.16256769164146942)
(78268,0.1575)
(51212,0.15)
(125484,0.15)
(177962,0.49960139990315644)
(119264,0.15270413573700953)
(134520,0.15527932700088348)
(181682,0.3028114888198159)
(40428,0.20371903303761513)
(29334,0.3108175251632057)
(185602,0.24847865391131832)
(126874,0.32334521957089446)
(135144,0.31488433860032083)
(138930,0.15)
(6372,0.15953720238095237)
(130742,0.15)
(188692,0.19653033881608117)
(17298,0.15045899019859998)
(124738,0.6046107641522079)
(21658,0.18335961564331893)
(93812,0.15)
(103850,0.16927164017789942)
(188930,0.4192675819325382)
(111284,0.27749999999999997)
(19420,0.23114130102369124)
(82912,0.5000568963941131)
(108942,0.1585)
(48512,0.15238449920538075)
(144782,0.8671731822237518)
(85802,0.15)
(110674,0.16694243862556063)
(38554,0.1982493783086997)
(74394,0.15)
(86576,0.21176360180494705)
(57194,0.15049601118352782)
(178366,0.17045170163147963)
(52138,0.19352693416093988)
(166262,0.2933737535456578)
(65292,0.37683807897520905)
(66704,0.27749999999999997)
(17400,0.2456722992687399)
(13260,0.15)
(70070,0.15)
(38338,0.4693588592643614)
(173938,0.1953917817334886)
(189096,0.16488701486249147)
(98540,0.20271910190539918)
(176552,0.3152903223547572)
(16336,0.15)
(100648,0.15)
(142510,0.22399296714188183)
(95096,0.4561122417121124)
(125220,0.18793445313819326)
(361938,0.15470650655559492)
(182534,0.27749999999999997)
(32792,0.1586427878626446)
(120994,0.2604293068048762)
(73474,0.15268254716412252)
(86124,0.15)
(26642,0.15)
(83692,0.15)
(91248,0.19321746924953934)
(387112,0.15)
(28666,0.15)
(161596,0.15)
(162314,0.16435919371628177)
(138696,0.15)
(298926,0.17998850670673971)
(68356,0.15514792437203134)
(30534,0.20597124774119413)
(174416,0.15186326138221126)
(132602,0.28480129727430326)
(376302,0.1615909090909091)
(48222,0.15)
(148310,0.15192703109400651)
(169078,0.1541820623026602)
(78582,0.15)
(190822,0.4421793990638311)
(133456,0.15304051762568915)
(130632,0.15)
(30130,0.15)
(118116,0.16953892767750028)
(100312,0.1609442060085837)
(106806,0.22365977825841402)
(160158,0.15)
(32658,0.1553125)
(93398,0.15)
(27106,0.22878547391424486)
(13008,0.19051733026917786)
(38024,0.17764497346495856)
(66380,0.19014794881105607)
(61934,0.15)
(5456,0.24993294371878338)
(137432,0.16809080189345707)
(164762,0.16471944777853173)
(43754,0.18205631692949248)
(183200,0.15)
(81794,0.2031952552006157)
(45356,0.15628406832750583)
(57522,0.15)
(44162,0.15)
(35914,0.3871071884928902)
(120710,0.47021833926403733)
(6244,0.15)
(188622,0.15331527361613959)
(18542,0.15274947276231599)
(95904,0.15)
(28400,0.16176235421980256)
(102742,0.2193233412910473)
(64916,0.1723354355257757)
(171092,0.1826125131543347)
(135744,0.16031110128495746)
(160316,0.15)
(379916,0.3593473369963206)
(3196,0.1767543824898858)
(111552,0.16464461322766233)
(16742,0.15)
(135682,0.5414213596581495)
(153662,0.16416666666666666)
(91532,0.7741742627909084)
(171334,1.9733005587044894)
(108858,0.5085845053358636)
(37276,0.4363304702428462)
(124454,0.15)
(108936,0.1780000209809444)
(36082,0.16306455678715856)
(367754,0.15)
(70822,0.15599108547351087)
(40908,0.27749999999999997)
(185440,0.1755)
(108442,0.15)
(119960,0.15)
(65012,0.15)
(380132,0.15)
(69156,0.48712405071983866)
(153046,0.2420336280310517)
(81678,0.30874579583055956)
(25070,0.5152404211186622)
(179200,0.42694602205283516)
(127954,0.1920306158856564)
(72958,0.15)
(38710,0.15927589340270726)
(170912,0.1728169290052903)
(188780,0.15289180190374388)
(81474,0.15)
(21040,0.21997554166666666)
(30978,0.28529314218052687)
(180318,0.17743878517215161)
(15420,0.31359038856696575)
(160724,0.16680009848189495)
(353734,0.15425580881736153)
(35352,0.16615886010482783)
(24290,0.15202188824673563)
(187058,0.15805919354852188)
(156072,0.15080188679245282)
(44170,0.15335526315789472)
(129872,0.15)
(169994,0.1587361111111111)
(101512,0.15)
(363190,0.18237918422283178)
(109208,0.27858239709941685)
(180138,0.15544818333030413)
(145240,0.23292885640404837)
(168682,0.16188146738677392)
(71628,0.15109112777944853)
(3474,0.18715844602381249)
(140674,0.15)
(18610,0.20110998596443774)
(137760,0.7078214378098774)
(181984,0.19795135078843026)
(23202,0.1745314975069372)
(99544,0.159828125)
(143434,0.15058715173842965)
(22150,0.15535756140193158)
(44806,0.18595574498757766)
(64606,0.15)
(86950,0.195818498851204)
(154240,0.35559457662463545)
(68024,0.366905283562438)
(140522,0.23721304349192515)
(179110,0.5468644053641666)
(155620,0.16039261987824338)
(28858,0.6997111249328809)
(174292,0.27749999999999997)
(99536,0.15)
(101986,0.15)
(59530,0.15291220205290215)
(154356,0.7560405755784191)
(367260,0.16789661837734363)
(25108,0.15)
(60018,0.2348153809477898)
(23308,0.16443364578917535)
(116732,0.15)
(76800,4.716007331082166)
(89920,0.243250819837057)
(381094,0.28510887643083427)
(121814,0.15)
(101940,0.28040457462562063)
(36434,0.302277649870487)
(9650,0.16055865400176697)
(49674,0.16739789182398943)
(67000,0.16835496826053933)
(95184,0.27749999999999997)
(125242,1.0918004727354398)
(27642,0.25246778032368256)
(377946,0.32226906880956857)
(11854,0.1557430226101546)
(6990,0.2472849939957341)
(152486,0.4961129431379335)
(18,0.15)
(155610,0.15)
(118226,0.4983490591937493)
(158448,0.15)
(362024,0.17613318313334278)
(132788,0.3463237788816085)
(125882,0.1909823565294918)
(16502,0.15)
(387332,0.42215518854649126)
(195932,0.15958719355720363)
(61586,0.1926999172695626)
(161268,0.1755)
(162320,0.1991112242496898)
(22536,0.17980517489899164)
(159416,0.22548006464874804)
(128622,0.15462189881520663)
(152628,0.15)
(183212,0.16993165604314855)
(57726,0.15)
(121706,0.15)
(22270,0.15375)
(49122,0.20850544161808462)
(75514,0.15)
(384628,0.3218351548294579)
(125022,0.15)
(47990,0.16047820506910387)
(109910,0.18780227859611034)
(152066,0.1553125)
(176900,0.18429026536555368)
(16760,0.3393779787017518)
(73326,0.1621810298204313)
(164668,0.1632533659258622)
(36196,0.17850845807571278)
(167702,0.17101924769607052)
(83854,0.22384736782469145)
(32630,0.18430831788035074)
(135830,0.16655119311779248)
(37258,0.16851287290384703)
(109714,0.1817471080675327)
(377008,0.45867625722538496)
(367890,0.18560472240162118)
(111714,0.16731229707104184)
(140472,0.1740464901986)
(189596,0.16206788623477908)
(120902,0.18233035714285714)
(62746,0.15)
(82636,0.24562499999999998)
(3996,0.27749999999999997)
(37890,0.41575613196801886)
(126610,0.181875)
(155374,0.15)
(70034,0.1972239225306673)
(150336,0.2792853970585812)
(114158,0.15083149033387916)
(167604,0.1580740825211096)
(113008,0.15)
(170262,0.23266579687887817)
(138152,0.16209097277796836)
(40402,0.1606724243818907)
(7618,0.15)
(37766,0.15)
(377310,0.2227547710106942)
(67698,0.15183442526085272)
(184022,0.3086666148651943)
(130554,0.15)
(114826,0.15)
(100498,0.15156804419704664)
(29872,0.23903090782221154)
(153208,0.21578360930949192)
(178424,0.1637960644246161)
(145862,0.2093023255813941)
(184140,0.1544807973476846)
(174890,0.20141280001629397)
(61074,0.16358431203901794)
(144566,0.15)
(139356,0.15382089195155835)
(85332,0.1682142857142857)
(36878,2.250481920079108)
(23174,0.1657772545661959)
(145038,0.1693181818181818)
(31170,0.15527228953334654)
(115492,0.2407662949292913)
(171614,0.19094210702638076)
(372900,0.311017969848177)
(7170,0.15)
(362446,0.1735497913363454)
(140298,0.3469657716335844)
(38868,0.15108239709941684)
(27092,0.1990428818419095)
(46548,0.15)
(35672,0.18927925294486833)
(364944,0.4333135812238844)
(176154,0.15)
(179006,1.6743784951522795)
(23178,0.16569217779212028)
(71502,0.15)
(13074,0.15)
(115312,0.15)
(169230,0.16239752357041312)
(31118,0.21408364000521915)
(142382,0.23387136418351273)
(80018,0.15)
(139930,0.15822960975368164)
(182288,0.1823435324650686)
(49380,0.4341638101361631)
(158540,0.5434660551617763)
(40412,0.15383592103704263)
(31154,0.17124999999999999)
(20306,0.15)
(128496,0.15162990836383586)
(52728,0.15224361590411967)
(167380,0.15065100383441002)
(339110,0.15)
(163376,0.1578198791519933)
(119688,0.15)
(76768,0.15)
(164214,0.15764166666666665)
(30934,0.1553125)
(123446,0.17441851905725675)
(60552,0.15533919560916815)
(47476,0.15)
(155386,0.1950772912692734)
(117016,0.17300816509355757)
(186454,0.15)
(66626,0.16513741955153957)
(18362,0.2495506960124681)
(143344,0.15)
(88966,0.23246997540784065)
(32402,0.16945003440853335)
(45314,0.15)
(175468,0.3293656508751887)
(61936,0.591076070962606)
(35936,0.15)
(123428,0.4902743380415845)
(303798,0.8524942914761044)
(41188,0.6447666058010693)
(29948,1.027454450370811)
(358740,0.17691666666666667)
(48388,0.23044419401384053)
(174108,0.203922248172051)
(54142,2.2170892309722894)
(85686,0.15)
(386288,0.1867693463779725)
(38790,0.17264796399802332)
(178112,0.15179933886369526)
(190908,0.16435919371628177)
(131674,0.15)
(125992,0.15)
(167676,0.15602748672229752)
(125262,0.18263097207672957)
(387098,0.1795945789251246)
(5866,0.34106707183023177)
(46770,0.20343924429791108)
(362088,0.3124333348335515)
(3404,0.16889707008618904)
(91238,0.19935889532733325)
(173104,0.17763732547847522)
(47612,0.6255095118259433)
(45502,0.15)
(140526,0.18718728071233506)
(134660,0.2199030580061524)
(150462,0.25735916574103934)
(71698,0.15)
(62690,0.15)
(74052,0.15245192307692307)
(67728,0.27798736904021903)
(174206,0.29062438513970057)
(110040,0.32116919351116935)
(16150,0.15)
(150844,0.16458419346986575)
(132614,0.15)
(124678,0.1642332313708177)
(93164,0.15)
(144430,0.19520461963143917)
(11298,0.15)
(378040,0.15847548669536182)
(38956,0.16239265385245885)
(53890,0.15)
(24070,0.8743045751997757)
(104386,0.20896874999999998)
(367918,0.15821146001626166)
(146812,0.15)
(51640,0.15120761429376192)
(86150,0.17124999999999999)
(355836,0.1689954730454028)
(141728,0.15)
(119868,0.25924299450869276)
(187598,0.33768581954839527)
(155866,0.15)
(3472,0.15193181818181817)
(158914,0.162473135159121)
(100570,0.1537266674329586)
(110242,0.2090376411222315)
(382250,0.5441762651877275)
(112610,0.15080188679245282)
(117862,0.2820539115538589)
(118902,0.22524648702988792)
(84694,0.15)
(181150,0.27749999999999997)
(153488,0.15108239709941684)
(9052,0.15581500016423291)
(355772,0.17679347826086955)
(15078,0.1669928841677081)
(132972,0.1531875)
(43910,0.15)
(123202,0.16041305307905776)
(180140,0.16637059096410256)
(172370,0.15)
(110926,0.1574957970779262)
(345344,1.0623487123965534)
(106412,0.15)
(130044,0.15)
(61440,0.16386295949890528)
(18746,0.15)
(48866,0.2788504673520349)
(51932,0.1714431818181818)
(131546,0.15)
(96368,0.167193032965313)
(310554,0.4925248281546786)
(363134,0.15279188407865957)
(77792,0.2525235233173732)
(42430,0.6874024043446153)
(92820,0.27456652867407205)
(114766,0.15101623717361048)
(51666,0.1718876847091806)
(107466,0.17443061344463306)
(13468,0.18384406898297695)
(84182,0.2755828949373379)
(180752,0.1545783817046924)
(59310,0.1607946637293583)
(61764,0.16758112978478387)
(111648,0.2132134411302351)
(131432,0.15)
(375432,0.15848025416607195)
(178970,0.16278108113877368)
(10394,0.16716302541324493)
(70026,0.17213541666666665)
(46610,0.15)
(135598,0.15)
(32908,0.15159175147103066)
(147446,1.0826612205874966)
(96156,0.1755)
(162920,0.1522042726700939)
(172116,0.1947565681123844)
(76994,0.15572019261830294)
(190784,0.16548301960310358)
(155402,0.15)
(121354,0.4919891534126144)
(179434,0.19104751808142184)
(376880,0.49603054239443445)
(32922,0.173691438954589)
(137838,0.22531890358642193)
(28502,0.16218848625144372)
(133194,0.18486036629780747)
(74054,0.23052068701207887)
(60484,0.15)
(379326,0.18277812499999999)
(19630,0.15052685950413222)
(156514,0.1682142857142857)
(45694,0.15889568275471136)
(20242,0.15)
(182486,0.1741057896485142)
(98152,0.17089998692660263)
(15194,0.15)
(141850,0.17395823841787705)
(174694,0.15920151370765082)
(78794,0.15)
(109508,0.15)
(94758,0.2563747795069887)
(9470,0.16232619628073672)
(186786,0.9872031046525513)
(158172,0.15)
(73716,0.26956281726058423)
(180828,0.18478374068042813)
(100810,0.15)
(130976,0.15)
(8970,0.21258831831079741)
(140578,0.18738800343435397)
(187652,0.15299438657251843)
(156850,0.15)
(143626,0.16895703907088977)
(65190,0.2064556069394167)
(157488,0.15)
(170554,0.1682142857142857)
(67582,0.405)
(73336,0.21314775363946675)
(83490,0.15)
(38366,0.15)
(77012,0.16414927244485875)
(34184,0.17687873741940305)
(175056,1.334247171755634)
(137044,0.27749999999999997)
(125466,0.15296511627906975)
(30216,0.20352241706665364)
(99402,0.1755)
(382258,1.6232341601115872)
(167628,0.1954005245863608)
(11706,0.2635390141811289)
(43258,0.15164470672725103)
(366846,0.582081259613919)
(106384,0.193629823710429)
(34496,0.27749999999999997)
(161660,0.15299438657251843)
(86190,0.16359185335257026)
(87446,0.35648129606406065)
(42408,0.15)
(13344,0.24074618150996507)
(41432,0.2735579982411225)
(162038,0.15)
(159820,0.15)
(94262,0.20896874999999998)
(141962,0.17648191475529648)
(57862,0.15)
(180908,0.19369859618727112)
(30040,0.1682142857142857)
(109172,0.1682142857142857)
(6530,0.15)
(161286,0.15)
(34390,0.15)
(350476,0.22475071212712117)
(172622,0.25464677491371857)
(70796,0.15)
(121300,0.35030784268329906)
(102980,0.15)
(114708,0.15579545454545454)
(116598,0.15)
(390494,0.7070096616890533)
(117560,0.5986887539083361)
(18172,0.24428419525178385)
(30284,0.15)
(137448,0.17279896012735946)
(178208,0.27858239709941685)
(135092,0.15)
(65230,0.15)
(183732,1.445349734541936)
(135358,0.6184136292631683)
(141062,0.15)
(45616,0.24167469045363413)
(23858,0.3478915663561729)
(156690,0.38172619047619044)
(190,0.20684580038022224)
(26812,0.15)
(177600,0.7658728101092639)
(147396,0.27569395218938997)
(354240,0.1585)
(101036,0.15)
(14216,0.16822923584565455)
(21298,0.15365823403973303)
(11796,0.2022211357374889)
(176198,0.3475287499770936)
(37146,0.3813885907174679)
(36374,0.5126656424929903)
(94554,0.3088365649573072)
(29002,0.16692848898648543)
(47968,0.1557595105501987)
(138086,0.25516496163322927)
(153758,0.2392430312696514)
(67824,0.24208427519562925)
(147366,0.3014324801206632)
(130528,0.15)
(161094,0.27351550445841244)
(44052,0.46497493901959197)
(373036,1.4201138765422718)
(189660,0.15)
(58160,0.15)
(145788,0.15)
(166182,0.15283264889245726)
(129282,0.254556249933368)
(150558,0.20502572226578025)
(185350,0.16718429461421155)
(164550,0.15)
(151000,0.15)
(177854,0.15051357708727248)
(79144,0.1616278413458355)
(141674,0.15)
(25344,0.15)
(11888,0.6791842971870135)
(93338,0.3019566297229082)
(126044,0.3030180931841283)
(143862,0.3480137336749564)
(16338,0.15)
(179070,0.6972934906245192)
(62170,0.15)
(12410,0.15)
(5528,0.37551189067542845)
(47636,0.15508474993456206)
(170222,0.27749999999999997)
(17808,0.15)
(82656,0.1698766865192124)
(152468,0.18649466372944268)
(72008,0.16798173430501412)
(139484,1.6030961428626678)
(164034,0.15)
(188436,0.9064803331920057)
(177756,0.23931952773973242)
(103790,0.29548883547622923)
(102388,0.15)
(167424,0.2666412137343065)
(179098,0.20836087999731057)
(97746,0.15421360686392968)
(162614,0.15)
(178640,0.2958357828887084)
(130654,0.15)
(103350,0.3016057896485142)
(102298,0.15)
(21016,0.18151562186361828)
(14952,0.3251821405513189)
(65168,0.15)
(67838,0.2317233433355673)
(149636,0.1525481512008633)
(364696,0.35910160861634666)
(103224,0.2668004595637345)
(24168,0.15289772727272727)
(96062,0.15049601118352782)
(52566,0.17151210189117932)
(106244,0.15)
(189152,0.1808964187699129)
(95058,0.153984375)
(97884,0.15)
(35680,0.19385724833765733)
(165770,0.16361804785467177)
(151688,0.15)
(174794,0.6347454776074514)
(77676,0.19378494015698064)
(183238,0.20700688255485464)
(72182,0.8359462637627437)
(185946,0.1810576923076923)
(171022,0.15540671011901683)
(48374,0.1536237140378705)
(109394,0.15)
(26650,0.2331722882708298)
(171188,0.1616579079974048)
(139538,0.32407208574256685)
(6574,0.16502236936303963)
(99674,0.156375)
(70776,0.15)
(28950,0.15)
(49626,0.3127970364329067)
(23912,0.15)
(28174,0.20130855823790614)
(45682,0.34162324944124)
(154502,0.15)
(179122,0.16618832692649715)
(106982,0.46429151684812253)
(20456,0.15)
(22420,0.2468956543021683)
(171074,0.29468050380865163)
(46600,0.15)
(135126,0.18206034691071704)
(103258,0.3678397342240455)
(112406,0.2097354595230493)
(134622,0.1554148412770483)
(191130,0.18195915876741384)
(75444,2.180794919338234)
(107224,0.22989489427690638)
(31174,0.15)
(367868,0.15)
(101262,0.19953467709853545)
(110638,0.6104804918194511)
(79880,0.15)
(75090,0.15)
(8582,0.15)
(100560,0.30095193867112835)
(174088,0.15329580465606396)
(5924,0.4986493918379945)
(379806,0.15566897081093978)
(190152,0.155078598725218)
(7346,0.15606725075854935)
(91104,0.15)
(345658,0.15)
(158180,0.15)
(72400,0.15)
(91282,0.15)
(6812,0.7919500946924775)
(100216,0.15581500016423291)
(64640,0.15200663174891915)
(384844,1.3649980247389568)
(6328,0.1516340785451981)
(91606,0.15)
(390334,0.6659389793862333)
(46332,0.9262215778630551)
(21864,0.30520094467454545)
(5480,0.15)
(377702,0.37112737802935536)
(23334,0.159828125)
(83026,0.15)
(128068,0.1851782634158946)
(161318,0.15)
(361632,0.20004682025216747)
(69610,0.30184329657324493)
(71552,0.16965126705080896)
(165048,0.15)
(375922,0.5425859406289797)
(92506,0.33337891454208984)
(180830,0.21312505095787143)
(92012,0.18514728953770343)
(113660,0.15793482275386914)
(145856,0.15)
(127578,0.1586936429311486)
(115212,0.15)
(362608,0.21200191324062811)
(64710,0.17944440464022593)
(182934,0.17833333333333332)
(36132,0.16554829530118428)
(71046,0.1925)
(64178,0.1925)
(162940,0.16838899721313305)
(45244,0.15967253356002623)
(70308,0.15)
(126712,0.6285176572367014)
(363340,0.15279188407865957)
(383854,0.4142787028089695)
(53534,0.15)
(93876,0.15)
(64128,0.1925)
(166388,0.15)
(82450,0.1719479906386232)
(87356,0.16342625102364708)
(85388,0.17824842264029958)
(22332,0.15375)
(71704,0.5439615661261885)
(22500,0.15)
(12776,0.190537137923905)
(95658,0.15)
(163746,0.1934742539386712)
(54930,1.2672081161526272)
(93402,0.16838715598493578)
(23840,0.16235698853278532)
(116576,0.15)
(186698,0.2531413514676366)
(72762,0.18365159476874543)
(133128,0.20601341155812705)
(171696,0.16435919371628177)
(64042,0.16480712581274762)
(140408,0.15434401532672068)
(183374,0.23883162695819782)
(88352,0.1636461943189207)
(37686,0.3655323786462861)
(27434,0.17940720078194486)
(152630,0.3371295598683456)
(382158,0.8280973469622724)
(86018,0.3087827496633778)
(9002,0.20866509487875892)
(369864,0.18870538942181497)
(72266,0.15481294187773098)
(185122,2.0052178362591726)
(33700,0.15191021307550567)
(6296,0.15)
(360564,0.15)
(77328,0.15172754652384568)
(92196,0.15)
(187400,0.27749999999999997)
(13814,0.1704109197144026)
(175910,0.30179556922075823)
(386244,0.3451981730200955)
(70206,0.16010185193153356)
(146076,0.17496396430366942)
(64836,0.15)
(14768,0.2388057565858704)
(91258,0.15)
(183438,0.15329580465606396)
(43720,1.5678168612266958)
(104082,0.20675823217688147)
(362918,0.37474290125243204)
(36096,0.7735827338858071)
(15368,0.2872522068606019)
(73876,0.1533917715820757)
(61094,0.15327891246218323)
(119642,0.19510629700823368)
(30852,0.15822926682692307)
(191094,2.492816315538209)
(379302,0.15318423356246008)
(111566,0.1699129015809465)
(62926,0.15)
(130744,0.28134604413847636)
(84784,0.18006102496713738)
(85966,0.15)
(152014,0.15411290322580645)
(34934,0.1615909090909091)
(124286,0.1631115511709178)
(68434,0.15)
(389642,0.22687667690287813)
(355264,1.9318121802408046)
(177322,0.15461074385951362)
(91670,0.17896804692361618)
(22852,0.15)
(102470,0.15)
(95888,0.1533259613355166)
(49822,0.18942481730734662)
(137128,0.15170468457019107)
(190596,0.15248111089976704)
(149350,0.30257912072500326)
(57814,0.1682142857142857)
(137810,0.2853971835328164)
(59172,0.15)
(54610,0.1731826001839585)
(339804,0.26035000727713686)
(49084,0.15)
(50038,0.1697325989815518)
(34416,0.28939445207242276)
(110920,0.15201021608626178)
(170346,0.20989026790741258)
(3944,0.15725173263671136)
(62874,0.1578121908760281)
(112514,0.15)
(143292,0.3017738840109194)
(161368,0.15)
(123514,0.29628420527313004)
(9152,0.27749999999999997)
(60664,0.15)
(144806,0.36063689168194757)
(29062,0.16328405867161)
(39376,0.20133104806359856)
(50844,0.15)
(43466,0.4192610429427629)
(117696,0.15)
(31286,0.15)
(132624,0.35889926683154494)
(385442,0.17978037033460478)
(151528,0.15793482275386914)
(53994,0.1562757338690543)
(160546,0.20027935947098355)
(190450,0.1563748247756901)
